,Exp Return,Volatility,Sharpe,Min_Corr,Corr_value,Clustering,D,W,M,3M,6M,A,YTD,Security,GICS Sector,GICS Sub-Industry,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,mv_Returns,mv_Volatility,mv_w0,mv_w1,mv_w2,mv_w3,mv_w4,mv_w5,mv_w6,mv_w7,mv_w8,mv_w9,or_Returns,or_Volatility,or_w0,or_w1,or_w2,or_w3,or_w4,or_w5,or_w6,or_w7,or_w8,or_w9
TRV,0.051081074820379685,0.48113949887619456,0.10616687039765098,KR,0.0786639115117309,0.0,-2.93%,1.82%,8.95%,30.56%,24.79%,5.31%,-0.06%,The Travelers Companies Inc.,Financials,Property & Casualty Insurance,TRV,AKAM,NEM,NLOK,DXCM,CLX,NFLX,KR,MKTX,AMZN,0.2890901693632228,0.22396482440379278,0.12,0.05,0.05,0.18,0.02,0.23,0.02,0.24,0.06,0.02,0.3694004057029674,0.2363949750972978,0.0,0.07,0.06,0.18,0.07,0.2,0.01,0.18,0.02,0.21
TFC,-0.08087718822243603,0.6444311175548958,-0.12550168050435043,CLX,-0.010360789212072537,3.0,-3.68%,-1.52%,3.25%,27.14%,30.27%,-11.16%,3.75%,Truist Financial,Financials,Regional Banks,TFC,MKTX,AMZN,NFLX,EBAY,LLY,ATVI,DG,EA,AKAM,0.29404197384899455,0.26202014208337704,0.08,0.02,0.09,0.03,0.16,0.01,0.05,0.23,0.18,0.14,0.42560092271275896,0.2904592857524725,0.0,0.16,0.26,0.09,0.13,0.2,0.09,0.01,0.02,0.03
TWTR,0.41034269911749544,0.6144217759573775,0.6678518164140734,VNT,-0.054413165934638526,2.0,-2.98%,6.37%,16.43%,21.69%,81.77%,68.95%,-5.52%,"Twitter, Inc.",Communication Services,Interactive Media & Services,TWTR,REGN,KR,DXCM,CLX,NLOK,LUMN,LLY,NEM,VNT,0.38928148664984397,0.19085619586747746,0.06,0.01,0.1,0.02,0.3,0.12,0.02,0.08,0.02,0.27,0.40645659666838724,0.1970455472272949,0.02,0.02,0.01,0.06,0.22,0.11,0.1,0.06,0.09,0.31
TYL,0.3227721896972065,0.33896986887481484,0.9522149882189372,VNT,-0.04173129649780195,2.0,0.70%,0.49%,2.09%,25.24%,25.84%,45.50%,-1.96%,Tyler Technologies,Information Technology,Application Software,TYL,REGN,KR,NLOK,DXCM,LUMN,CLX,AKAM,NEM,LLY,0.3310893763742522,0.2235023415092347,0.19,0.01,0.18,0.18,0.02,0.07,0.08,0.06,0.06,0.13,0.3738333466657928,0.23668340582952713,0.13,0.01,0.05,0.21,0.07,0.14,0.2,0.03,0.03,0.14
TSN,-0.28463373055177627,0.47380508810357064,-0.6007401306960157,KR,0.023543837749864193,3.0,-2.69%,2.73%,-1.17%,9.09%,9.38%,-27.35%,1.04%,Tyson Foods,Consumer Staples,Packaged Foods & Meats,TSN,INTU,QCOM,TER,PKI,PWR,NEE,DVA,MTD,A,0.24796290374832566,0.30801720962336554,0.19,0.04,0.01,0.0,0.14,0.04,0.18,0.18,0.09,0.12,0.4629346980427421,0.35708105122082523,0.0,0.01,0.25,0.08,0.04,0.16,0.13,0.26,0.06,0.01
UDR,-0.10360893148039027,0.4972676467206865,-0.20835646992853135,KR,0.009936658296374782,3.0,-2.68%,-0.79%,-0.10%,19.06%,4.90%,-14.54%,3.33%,"UDR, Inc.",Real Estate,Residential REITs,UDR,TT,DVA,LRCX,GOOG,GOOGL,LB,FCX,ZBRA,ALXN,0.28319606569632966,0.3320387120007283,0.12,0.14,0.1,0.05,0.16,0.19,0.0,0.01,0.06,0.15,0.44949148203906675,0.3759494196005246,0.0,0.02,0.31,0.01,0.1,0.08,0.05,0.19,0.02,0.22
ULTA,0.14376000641708309,0.625756304291432,0.22973800732198468,CPB,-0.102753655155336,0.0,-2.80%,-0.64%,4.27%,28.21%,41.17%,13.44%,2.46%,Ulta Beauty,Consumer Discretionary,Specialty Stores,ULTA,AKAM,MKTX,NFLX,EBAY,AMZN,NLOK,NEM,CHD,EA,0.32794763517622477,0.2487433090521655,0.03,0.07,0.1,0.09,0.15,0.06,0.14,0.1,0.18,0.05,0.4168973608996844,0.28287518091690117,0.02,0.01,0.16,0.04,0.29,0.3,0.1,0.04,0.0,0.04
USB,-0.24520795826327652,0.5674897706457727,-0.4320922965435009,CLX,-0.004985671571111599,3.0,-5.27%,-5.25%,8.81%,31.15%,29.20%,-17.85%,-6.27%,U.S. Bancorp,Financials,Diversified Banks,USB,WMT,ADBE,ABMD,MSFT,MSCI,ROL,PYPL,ODFL,TMUS,0.408345835313353,0.2849222483884201,0.03,0.18,0.06,0.16,0.01,0.01,0.2,0.01,0.12,0.2,0.5551899268112561,0.3388338305702988,0.0,0.02,0.07,0.27,0.09,0.0,0.13,0.23,0.06,0.12
UAA,-0.1788252947021552,0.6848772557202143,-0.26110561156553985,KR,0.018228197499064968,3.0,-6.27%,2.32%,3.62%,52.89%,76.28%,-20.51%,4.37%,Under Armour (Class A),Consumer Discretionary,"Apparel, Accessories & Luxury Goods",UAA,WST,CHD,DG,ATVI,EA,LLY,TSCO,NVDA,MSFT,0.3013610193663555,0.26517489257917065,0.07,0.12,0.18,0.19,0.16,0.17,0.06,0.03,0.0,0.01,0.47127833806278296,0.30046753984931956,0.0,0.24,0.03,0.01,0.2,0.0,0.15,0.27,0.04,0.04
UA,-0.235657370732267,0.6563165380656891,-0.3590605402490721,KR,0.0026100006672307883,3.0,-6.93%,1.92%,2.27%,51.22%,68.33%,-22.42%,1.48%,Under Armour (Class C),Consumer Discretionary,"Apparel, Accessories & Luxury Goods",UA,LLY,CHD,NVDA,WST,MSFT,ODFL,ABMD,EA,ADBE,0.37219648360328966,0.2744904323772706,0.05,0.12,0.27,0.01,0.03,0.0,0.05,0.22,0.16,0.08,0.5587548968053087,0.3295432725775117,0.01,0.14,0.01,0.16,0.29,0.05,0.02,0.18,0.13,0.03
UNP,0.12271908756316825,0.4139458857719785,0.2964616675300594,CLX,0.057885633995729935,0.0,-2.86%,-4.37%,2.03%,6.26%,24.36%,17.64%,-2.74%,Union Pacific Corp,Industrials,Railroads,UNP,REGN,KR,CLX,NLOK,DXCM,LLY,NEM,LUMN,AKAM,0.29935009261422096,0.22225212801632435,0.14,0.06,0.12,0.2,0.19,0.02,0.01,0.07,0.08,0.1,0.35639266714207696,0.2297996514804873,0.02,0.02,0.19,0.16,0.17,0.11,0.18,0.07,0.07,0.0
UAL,-0.6746938880454719,1.0081025727043234,-0.6692710705375412,HRL,-0.18834730909769654,1.0,-0.82%,-3.99%,-4.00%,24.46%,24.96%,-50.90%,-1.48%,United Airlines Holdings,Industrials,Airlines,UAL,PWR,DVA,BLK,NEE,BLL,ALXN,ZBRA,HOLX,FFIV,0.3427937910864927,0.30375223561315395,0.0,0.0,0.16,0.0,0.09,0.17,0.15,0.02,0.18,0.22,0.4040385603501253,0.3303686026256119,0.0,0.24,0.26,0.04,0.13,0.11,0.1,0.01,0.09,0.02
UNH,0.1566923850433151,0.4679801917679484,0.3348269601996578,VNT,0.0738115142674693,0.0,-2.95%,-1.07%,4.64%,12.89%,19.81%,21.25%,-1.52%,UnitedHealth Group Inc.,Health Care,Managed Health Care,UNH,REGN,KR,NLOK,LUMN,CLX,DXCM,VNT,LLY,AKAM,0.35016448728147387,0.18970712749403132,0.05,0.07,0.17,0.24,0.03,0.15,0.01,0.25,0.02,0.0,0.39408122815389335,0.20351478608225954,0.04,0.0,0.04,0.12,0.1,0.19,0.12,0.26,0.09,0.03
UPS,0.29429300171475276,0.3962512402303948,0.742692947897501,NEM,0.14201889430230188,2.0,-2.34%,0.06%,-1.56%,1.68%,53.36%,48.64%,-5.55%,United Parcel Service,Industrials,Air Freight & Logistics,UPS,VNT,REGN,LUMN,LLY,DXCM,NLOK,KR,FFIV,CLX,0.35516926510175595,0.18428140432862652,0.02,0.26,0.06,0.02,0.05,0.02,0.18,0.26,0.07,0.06,0.3975651854641381,0.20066442018847783,0.03,0.26,0.08,0.06,0.02,0.11,0.09,0.02,0.09,0.25
URI,0.36326314568193674,0.6658711901345643,0.545545671691436,CLX,0.03343960375969548,2.0,-4.81%,1.35%,2.17%,32.90%,55.60%,39.06%,9.04%,"United Rentals, Inc.",Industrials,Trading Companies & Distributors,URI,REGN,KR,NLOK,DXCM,CLX,NEM,AKAM,LLY,LUMN,0.34933037693551805,0.22563816959153152,0.04,0.01,0.18,0.16,0.08,0.18,0.08,0.03,0.12,0.1,0.3852609653412402,0.24460184655653305,0.03,0.02,0.01,0.2,0.12,0.2,0.09,0.03,0.15,0.15
UHS,-0.09620656118071609,0.6380959141734769,-0.1507713167311721,CLX,0.04141177555173984,3.0,-1.61%,-2.55%,5.30%,28.48%,48.02%,-4.00%,-6.66%,Universal Health Services,Health Care,Health Care Facilities,UHS,LLY,AMZN,TSCO,ATVI,EBAY,MKTX,EA,DG,NFLX,0.2856058022210898,0.26230810188578646,0.06,0.02,0.02,0.03,0.02,0.18,0.09,0.28,0.28,0.0,0.44251571412761975,0.28632405234932273,0.0,0.13,0.28,0.16,0.01,0.26,0.03,0.13,0.01,0.01
UNM,-0.08087305258218497,0.7770398792061662,-0.10407838097679864,CLX,0.010249050274221216,3.0,-1.87%,0.71%,3.19%,38.69%,42.94%,-16.22%,8.97%,Unum Group,Financials,Life & Health Insurance,UNM,ATVI,WST,TSCO,DG,NVDA,EA,EBAY,BIO,LLY,0.38009392364325745,0.26970228316819655,0.0,0.01,0.07,0.25,0.25,0.02,0.14,0.18,0.02,0.05,0.4931246027540616,0.30400294910318393,0.01,0.1,0.22,0.08,0.04,0.14,0.03,0.2,0.03,0.14
VLO,-0.3846643968286443,0.7622053401296973,-0.5046729228677269,KR,-0.08199208945572659,1.0,1.00%,1.97%,5.21%,32.93%,-0.37%,-35.69%,2.85%,Valero Energy,Energy,Oil & Gas Refining & Marketing,VLO,ZBRA,ALXN,CARR,ALB,GOOG,LRCX,GOOGL,BLK,KLAC,0.4636970410656704,0.3352342322719186,0.0,0.1,0.22,0.1,0.08,0.16,0.02,0.15,0.12,0.03,0.7627560180104711,0.39121168725492284,0.01,0.03,0.19,0.29,0.29,0.01,0.09,0.07,0.02,0.01
VAR,0.19492627642656127,0.43991623825274756,0.4430986162292313,VNT,-0.06418196141378517,0.0,-0.11%,0.00%,0.59%,1.75%,42.84%,23.24%,0.22%,Varian Medical Systems,Health Care,Health Care Equipment,VAR,REGN,LLY,DXCM,KR,CLX,NLOK,LUMN,NEM,AKAM,0.34682694500153827,0.22463426830236946,0.0,0.01,0.13,0.08,0.21,0.18,0.22,0.04,0.1,0.02,0.374085882147269,0.2385395732933059,0.04,0.0,0.14,0.13,0.09,0.2,0.17,0.15,0.08,0.0
VTR,-0.10318809065023744,0.8378991597451895,-0.12315096566228519,CPB,-0.07548611515274406,3.0,-2.39%,0.31%,3.31%,17.96%,36.60%,-9.80%,-2.56%,Ventas Inc,Real Estate,Health Care REITs,VTR,LLY,MKTX,NFLX,AKAM,AMZN,EBAY,ATVI,DG,EA,0.32411421341488866,0.2621348614003072,0.0,0.04,0.16,0.05,0.08,0.12,0.09,0.01,0.41,0.02,0.4293367331881079,0.289184450240095,0.0,0.24,0.0,0.11,0.07,0.22,0.2,0.09,0.03,0.04
VRSN,0.014833525615429279,0.38631834812604027,0.03839715531862259,CARR,-0.06977792109416801,0.0,-0.75%,-0.27%,7.81%,5.64%,4.63%,12.31%,-9.02%,Verisign Inc.,Information Technology,Internet Services & Infrastructure,VRSN,VNT,TT,ALB,ENPH,LB,KR,CARR,DE,TSLA,0.5398539965991946,0.2533293833038257,0.14,0.15,0.11,0.05,0.01,0.06,0.27,0.14,0.04,0.03,1.0447784230542405,0.3525240621661697,0.01,0.18,0.06,0.03,0.14,0.01,0.17,0.19,0.04,0.17
VRSK,0.2194513209864342,0.3735563039161553,0.5874651791064139,VNT,0.05615832008501081,0.0,-2.24%,1.44%,4.83%,12.18%,22.32%,39.89%,-9.39%,Verisk Analytics,Industrials,Research & Consulting Services,VRSK,REGN,LUMN,VNT,KR,LLY,NLOK,DXCM,CLX,NEM,0.3697978924740354,0.18782581953993863,0.01,0.02,0.02,0.29,0.23,0.11,0.07,0.02,0.2,0.02,0.4170226944333655,0.20927087231541514,0.02,0.0,0.06,0.3,0.0,0.19,0.14,0.07,0.14,0.09
VZ,-0.030501113664256757,0.23947129775239506,-0.12736855711114842,TSLA,0.15986116538669337,0.0,-2.55%,0.16%,-2.75%,-0.19%,8.91%,-0.13%,-3.33%,Verizon Communications,Communication Services,Integrated Telecommunication Services,VZ,REGN,VNT,KR,LLY,DXCM,CLX,NLOK,LUMN,NEM,0.3024778452033509,0.1808320175337949,0.18,0.05,0.28,0.14,0.0,0.04,0.11,0.06,0.02,0.12,0.39514187927931477,0.19379554441681673,0.02,0.03,0.38,0.06,0.02,0.07,0.31,0.08,0.02,0.01
VRTX,0.04665438374042164,0.4590786304707497,0.10162612817020293,CARR,0.03235590831468853,0.0,-5.21%,5.34%,3.77%,-13.15%,-18.59%,7.94%,-1.92%,Vertex Pharmaceuticals Inc,Health Care,Biotechnology,VRTX,ANSS,SNPS,CTLT,TMUS,ADSK,NOW,CHTR,TTWO,BIO,0.4140663776462668,0.3215471046342788,0.01,0.02,0.21,0.03,0.04,0.05,0.02,0.23,0.18,0.19,0.5063485198183185,0.3577228819542091,0.0,0.02,0.13,0.17,0.16,0.02,0.19,0.08,0.2,0.03
VFC,-0.1657593253048707,0.559653665843876,-0.29618197006702324,KR,0.02395901011480674,3.0,-7.02%,-0.06%,2.98%,22.25%,41.92%,-12.00%,-5.49%,VF Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",VFC,NFLX,LLY,MKTX,EBAY,AKAM,AMZN,EA,ATVI,TSCO,0.33539606235136066,0.26996633950502674,0.07,0.0,0.13,0.11,0.13,0.15,0.09,0.12,0.05,0.13,0.43046094201723045,0.2854321868651222,0.01,0.08,0.24,0.08,0.17,0.01,0.22,0.06,0.04,0.09
VIAC,0.20246231439215628,0.7070820583855385,0.2863349621038795,DPZ,-0.035625992174710776,0.0,7.86%,0.62%,6.33%,33.93%,62.19%,-7.58%,37.31%,ViacomCBS,Communication Services,Movies & Entertainment,VIAC,NEM,DXCM,CLX,KR,NLOK,AKAM,MKTX,NFLX,REGN,0.3106575423711716,0.225076035351102,0.07,0.12,0.01,0.18,0.24,0.18,0.06,0.01,0.07,0.05,0.3370776272923638,0.23265969772354345,0.01,0.15,0.07,0.14,0.23,0.28,0.0,0.0,0.08,0.04
VTRS,-0.11930903183056361,0.4519803834705328,-0.2639694911412943,KR,0.0937849569189289,3.0,-1.35%,2.23%,11.41%,26.37%,16.54%,-6.77%,-8.32%,Viatris,Health Care,Pharmaceuticals,VTRS,NEE,ANSS,DE,A,PKI,IPGP,INTU,RMD,HOLX,0.26962638034831166,0.309316921249095,0.17,0.17,0.02,0.08,0.2,0.21,0.02,0.03,0.01,0.07,0.3861804570265048,0.3386514626046134,0.0,0.04,0.02,0.24,0.13,0.18,0.19,0.05,0.05,0.09
V,0.05712613070622789,0.41378916127025334,0.1380561311245119,KR,0.07149756736012094,0.0,-3.48%,0.21%,3.98%,9.55%,13.57%,17.12%,-8.49%,Visa Inc.,Information Technology,Data Processing & Outsourced Services,V,REGN,KR,CLX,NLOK,LLY,NEM,DXCM,LUMN,VNT,0.33041015399785334,0.1873194675186248,0.1,0.03,0.2,0.08,0.17,0.03,0.07,0.04,0.04,0.23,0.40012988708032804,0.20887094372799384,0.01,0.07,0.02,0.26,0.12,0.08,0.0,0.13,0.09,0.22
VNT,0.4661806866799253,0.3213507884196288,1.4506909691199315,DPZ,-0.24522947817441046,2.0,-5.05%,-3.68%,0.69%,nan%,nan%,nan%,-2.62%,Vontier,Information Technology,Electronic Equipment & Instruments,VNT,MKTX,DHR,NLOK,WST,ADBE,BLL,BIO,AKAM,PGR,0.3645252104592836,0.22263562347429405,0.33,0.03,0.06,0.08,0.03,0.06,0.05,0.04,0.2,0.12,0.422942884880141,0.23405343957723218,0.29,0.07,0.02,0.1,0.21,0.1,0.06,0.03,0.11,0.01
VNO,-0.37551182713605047,0.6837853787979228,-0.5491662132293479,BIIB,-0.07004904421356153,1.0,1.20%,-1.71%,-4.03%,12.64%,0.87%,-40.43%,10.34%,Vornado Realty Trust,Real Estate,Office REITs,VNO,AMAT,TROW,SIVB,ANET,NWSA,FFIV,KEYS,GOOGL,GOOG,0.2886422824675327,0.3368101804144378,0.04,0.02,0.0,0.0,0.06,0.04,0.31,0.1,0.21,0.22,0.3848595250303031,0.38529917972635874,0.0,0.06,0.04,0.19,0.11,0.03,0.26,0.28,0.01,0.03
VMC,0.04326765916271435,0.524611789946972,0.08247557525744487,AKAM,-0.031082737788607765,0.0,-2.97%,-1.58%,6.20%,9.69%,28.67%,4.15%,0.45%,Vulcan Materials,Materials,Construction Materials,VMC,DXCM,CLX,NLOK,KR,NEM,AKAM,REGN,LLY,MKTX,0.27687491868696645,0.22200548287333813,0.12,0.02,0.13,0.18,0.22,0.04,0.17,0.05,0.06,0.0,0.35141845280198003,0.23699851311507336,0.02,0.1,0.17,0.16,0.16,0.15,0.07,0.0,0.16,0.02
WRB,-0.06149920092837004,0.47468003982908435,-0.1295592731274602,KR,0.10790970824281523,3.0,-5.10%,-0.39%,2.17%,8.82%,16.37%,-3.14%,-4.37%,W. R. Berkley Corporation,Financials,Property & Casualty Insurance,WRB,NFLX,AKAM,LLY,MKTX,AMZN,ATVI,DG,EBAY,EA,0.29527455664142577,0.26028813269239914,0.06,0.04,0.18,0.02,0.03,0.04,0.04,0.26,0.18,0.14,0.4163757908239034,0.2857206779304465,0.04,0.09,0.06,0.17,0.01,0.22,0.1,0.05,0.27,0.0
WAB,-0.022695194219359217,0.5403055204746967,-0.042004372265935536,KR,-0.04831835112283629,3.0,-2.92%,-1.75%,-0.14%,18.50%,27.59%,-5.23%,3.43%,Westinghouse Air Brake Technologies Corp,Industrials,Construction Machinery & Heavy Trucks,WAB,AKAM,NLOK,NEM,DXCM,MKTX,NFLX,AMZN,DG,CLX,0.28940684026457497,0.22787177433795927,0.07,0.14,0.21,0.08,0.02,0.0,0.07,0.0,0.23,0.16,0.3868226008936987,0.2561260162749602,0.02,0.04,0.15,0.15,0.13,0.0,0.08,0.19,0.04,0.19
WMT,0.19438117703577543,0.3014312106754508,0.6448608178303887,FANG,-0.07780526476434525,0.0,-2.49%,1.17%,-5.31%,3.41%,21.28%,23.32%,0.92%,Walmart,Consumer Staples,Hypermarkets & Super Centers,WMT,LUMN,VNT,REGN,LLY,DXCM,NLOK,KR,CLX,FFIV,0.36460636742171,0.18116738924198786,0.14,0.05,0.27,0.0,0.01,0.06,0.12,0.08,0.22,0.05,0.3844407961779091,0.18877621444269213,0.0,0.06,0.23,0.01,0.06,0.08,0.09,0.08,0.23,0.15
WBA,-0.09681038685890835,0.4764274977397523,-0.20320067023459434,VNT,0.014631343709687975,3.0,4.05%,-3.00%,4.92%,12.34%,-3.71%,-29.37%,27.21%,Walgreens Boots Alliance,Consumer Staples,Drug Retail,WBA,ALB,TROW,NWSA,ALXN,CARR,ANET,LRCX,LLY,FCX,0.41600559417958094,0.32343243943844663,0.08,0.01,0.06,0.13,0.23,0.08,0.16,0.02,0.22,0.01,0.854968963342936,0.4062587901458052,0.03,0.25,0.04,0.07,0.04,0.4,0.03,0.01,0.08,0.05
DIS,0.14089889838903777,0.4709024704735605,0.2992103614307726,CLX,-0.08359465482974224,0.0,-3.85%,0.78%,22.41%,46.02%,62.48%,25.27%,-6.15%,The Walt Disney Company,Communication Services,Movies & Entertainment,DIS,DXCM,CLX,NLOK,KR,NEM,AKAM,REGN,MKTX,EBAY,0.302075276769658,0.2223211934100716,0.13,0.05,0.17,0.14,0.19,0.05,0.12,0.01,0.0,0.12,0.35909504395872605,0.23981339177625915,0.0,0.08,0.23,0.18,0.05,0.1,0.05,0.1,0.02,0.18
WM,0.025154797161551477,0.3388645232005102,0.07423260754465903,DPZ,0.1418534723889549,0.0,-2.62%,0.56%,-0.54%,4.69%,12.41%,5.46%,-3.20%,Waste Management Inc.,Industrials,Environmental & Facilities Services,WM,NLOK,NEM,LLY,DXCM,CLX,KR,AKAM,VNT,MKTX,0.3562586613240534,0.18402957593509153,0.03,0.07,0.11,0.01,0.05,0.09,0.28,0.01,0.35,0.0,0.3562586613240534,0.18402957593509153,0.03,0.07,0.11,0.01,0.05,0.09,0.28,0.01,0.35,0.0
WAT,0.13122337656197128,0.385230635071924,0.3406358804705949,KR,-0.18703998414918155,0.0,-1.69%,1.97%,6.64%,26.44%,37.15%,5.89%,8.86%,Waters Corporation,Health Care,Health Care Distributors,WAT,NLOK,CLX,KR,DXCM,NEM,AKAM,REGN,NFLX,MKTX,0.2943090733455087,0.22294906387435992,0.19,0.21,0.2,0.19,0.03,0.08,0.03,0.01,0.05,0.01,0.3577786974568349,0.2463600079742521,0.02,0.2,0.21,0.09,0.07,0.2,0.02,0.01,0.16,0.02
WEC,0.014097669461581572,0.42045869734429064,0.033529261139383114,VNT,-0.01000802851232284,0.0,1.68%,-1.48%,-3.08%,-4.45%,6.37%,2.49%,-1.42%,WEC Energy Group,Utilities,Electric Utilities,WEC,KEYS,ATVI,MKTX,CLX,LUMN,KR,NEM,ALXN,ANET,0.3263014290156373,0.23686918660612455,0.02,0.08,0.12,0.08,0.17,0.07,0.17,0.11,0.13,0.03,0.3569155747450009,0.24248595372999068,0.01,0.07,0.18,0.02,0.26,0.13,0.08,0.14,0.04,0.07
WFC,-0.4776731577809949,0.6013092630065372,-0.7943884905292101,CLX,0.05363834748312229,1.0,-3.86%,-0.44%,10.35%,28.96%,18.92%,-41.65%,2.19%,Wells Fargo,Financials,Diversified Banks,WFC,FFIV,ANET,KEYS,TROW,ALB,OTIS,ALXN,FCX,AMAT,0.32601043704297417,0.30534202461932164,0.06,0.05,0.02,0.2,0.12,0.05,0.25,0.21,0.02,0.0,0.480702582765184,0.3582204447546455,0.0,0.06,0.06,0.18,0.08,0.26,0.2,0.08,0.03,0.05
WELL,-0.19406071496344643,0.730650897193442,-0.26559977645804256,SJM,-0.0691733911384275,3.0,-3.24%,-1.84%,2.60%,18.60%,27.63%,-17.19%,-3.93%,Welltower Inc.,Real Estate,Health Care REITs,WELL,CTLT,CHD,ADBE,NOW,TTWO,CDNS,TMUS,POOL,FAST,0.3729906210181978,0.30205821411772793,0.01,0.02,0.24,0.06,0.11,0.19,0.05,0.16,0.01,0.12,0.5140279888696218,0.3647362228376738,0.0,0.27,0.05,0.01,0.04,0.05,0.22,0.26,0.05,0.04
WST,0.6254914843277337,0.37887204919365325,1.6509306655345948,VNT,0.001137335522334359,2.0,-2.15%,0.28%,2.96%,3.12%,24.86%,89.05%,5.30%,West Pharmaceutical Services,Health Care,Health Care Supplies,WST,VNT,LUMN,LLY,FFIV,REGN,ANET,KEYS,AMAT,SIVB,0.3957472450081235,0.23821968652004086,0.04,0.22,0.11,0.16,0.16,0.17,0.04,0.04,0.04,0.0,0.495089823219455,0.23931257872161632,0.32,0.33,0.05,0.11,0.06,0.06,0.01,0.03,0.03,0.01
WDC,-0.14522951921936192,0.6793031048792428,-0.213791926131677,CLX,0.02850192292687166,3.0,2.17%,-0.98%,23.42%,51.55%,25.46%,-10.89%,-5.31%,Western Digital,Information Technology,"Technology Hardware, Storage & Peripherals",WDC,NEE,DE,RMD,PWR,INTU,A,TYL,IPGP,TER,0.3060474473870559,0.32347918284929633,0.06,0.2,0.04,0.01,0.01,0.07,0.32,0.27,0.02,0.0,0.41953670671997323,0.34424880668676205,0.01,0.07,0.16,0.01,0.18,0.01,0.12,0.21,0.06,0.17
WU,-0.10687308471986463,0.4223334345169908,-0.25305381005908745,VNT,0.13692964960633733,3.0,1.40%,0.59%,-1.79%,3.39%,3.51%,-14.72%,6.29%,Western Union Co,Information Technology,Data Processing & Outsourced Services,WU,AKAM,ROL,ENPH,ETSY,ODFL,TMUS,TYL,CTLT,NOW,0.37692063286268396,0.2874190833073925,0.07,0.12,0.15,0.01,0.01,0.16,0.17,0.26,0.03,0.01,0.9484519835040096,0.4522294778646707,0.01,0.01,0.21,0.21,0.24,0.03,0.17,0.04,0.04,0.05
WRK,0.0001916306894582392,0.6484721212391694,0.00029551106852836005,CLX,0.0630420317257774,3.0,-4.63%,2.17%,3.13%,25.91%,55.81%,4.63%,-4.27%,WestRock,Materials,Paper Packaging,WRK,AKAM,NEM,NLOK,EBAY,LLY,CLX,DXCM,EA,NFLX,0.35012920313877915,0.2387947508109408,0.05,0.09,0.1,0.23,0.07,0.1,0.27,0.02,0.01,0.06,0.38807703665256954,0.2436737402227389,0.01,0.02,0.12,0.22,0.2,0.16,0.21,0.02,0.01,0.04
WY,0.10199901604865558,0.672852287977183,0.15159198812461266,KR,0.09491538908398486,3.0,-2.84%,2.12%,16.14%,18.26%,50.17%,13.04%,-1.76%,Weyerhaeuser,Real Estate,Specialized REITs,WY,KR,CLX,DXCM,NLOK,NEM,REGN,LLY,AKAM,MKTX,0.3364191817117381,0.23238754755429605,0.0,0.21,0.15,0.03,0.22,0.09,0.04,0.14,0.06,0.06,0.3637499520833831,0.2456596079085378,0.02,0.09,0.23,0.08,0.21,0.05,0.06,0.22,0.02,0.02
WHR,0.29761067553379283,0.6019622203043363,0.4944009200167557,VNT,0.14866602760212652,2.0,2.90%,1.89%,-7.26%,-1.21%,41.19%,26.52%,7.79%,Whirlpool Corp.,Consumer Discretionary,Household Appliances,WHR,REGN,VNT,LLY,KR,NLOK,DXCM,LUMN,CLX,NEM,0.37229526019418197,0.19161144164015928,0.04,0.02,0.31,0.03,0.17,0.08,0.03,0.01,0.17,0.14,0.3848994370667417,0.19702223192326407,0.01,0.01,0.26,0.11,0.15,0.25,0.08,0.02,0.1,0.01
WMB,-0.01861796875363671,0.6269062334528394,-0.029698171369414682,CLX,-0.01853364997305015,3.0,-1.07%,-4.00%,-2.70%,3.89%,9.41%,-8.20%,7.13%,Williams Companies,Energy,Oil & Gas Storage & Transportation,WMB,REGN,KR,CLX,NLOK,NEM,DXCM,LLY,AKAM,NFLX,0.286892462961353,0.22724459700427926,0.1,0.04,0.28,0.26,0.11,0.08,0.01,0.05,0.05,0.02,0.38340230936812814,0.25145065715772047,0.0,0.05,0.08,0.22,0.17,0.03,0.07,0.17,0.02,0.19
WLTW,0.04018469685886197,0.39227664175276694,0.10243968817339995,CARR,0.06879526155769479,0.0,-2.02%,-0.07%,1.54%,1.24%,7.69%,5.83%,-1.53%,Willis Towers Watson,Financials,Insurance Brokers,WLTW,REGN,KR,NLOK,CLX,VNT,NEM,LLY,DXCM,ENPH,0.3673712835646059,0.19266154898366436,0.04,0.08,0.22,0.23,0.02,0.25,0.07,0.05,0.01,0.02,0.6686682770744722,0.29878807345234926,0.01,0.02,0.11,0.11,0.17,0.22,0.02,0.05,0.08,0.21
WYNN,-0.2873239694093322,0.8311113312131052,-0.34571056682616624,HRL,-0.19684606931347468,1.0,-4.82%,1.15%,12.27%,57.12%,51.47%,-18.07%,-9.59%,Wynn Resorts Ltd,Consumer Discretionary,Casinos & Gaming,WYNN,TMO,AMD,DHR,CDNS,LLY,CTLT,UPS,TTWO,MSCI,0.40455450229731377,0.30191230986564166,0.02,0.14,0.0,0.2,0.06,0.23,0.03,0.11,0.19,0.02,0.4579138091356806,0.318813115458538,0.0,0.15,0.02,0.17,0.03,0.16,0.18,0.01,0.24,0.03
